Street,Date_Issued
SOUND ST,3
SOUND STREET,3
SOUND VIEW,12
SOUND VIEW AVE,10
SOUND VIEW WEST,1
SOUNDBIEW AVE,2
SOUNDER ST,1
SOUNDERS ST,2
SOUNDERS STREET,2
SOUNDIEW PARK,1
SOUNDIVEW AVE,2
SOUNDVEIW AVE,1
SOUNDVIEW,96
SOUNDVIEW A VE,1
SOUNDVIEW AE,1
SOUNDVIEW AV,23
SOUNDVIEW AVE,441
SOUNDVIEW AVENUE,23
SOUNDVIEW AVENUE  BR,1
SOUNDVIEW LN,2
SOUNDVIEW PARK,32
SOUNDVIEW PARK S/O,1
SOUNDVIEW PARK SOUTH,4
SOUNDVIEW PK,5
SOUNDVIEW RD,2
SOUNDVIEW SOUTH,1
SOUNDVIEW ST,1
SOUNDVIEW VE,1
SOUNT ANNS AVE,1
SOUNTHERN AVE,1
SOUNVIEW,2
SOUNVIEW AVE,6
SOURTHERN BLVD,3
SOUSIDE OF W 40 ST,1
SOUT ST,1
SOUTERN BLVD,1
SOUTH,24
SOUTH  3RD ST,1
SOUTH  5 ST,1
SOUTH  8,2
SOUTH  8 ST,1
SOUTH  9TH ST,1
SOUTH  BEACH DOLPHIN,2
SOUTH  PORTLAND AVE,1
SOUTH  ST,1
SOUTH /WEST C/O E 95,2
SOUTH 1 ST,9
SOUTH 1 ST ST,2
SOUTH 1 STREET,3
SOUTH 10 ST,4
SOUTH 10TH ST,2
SOUTH 11 ST,2
SOUTH 134 STREET,1
SOUTH 147 STREET,1
SOUTH 14TH READE,1
SOUTH 16,1
SOUTH 1ST,14
SOUTH 1ST ST,3
SOUTH 1ST STREET,2
SOUTH 2,4
SOUTH 2 ST,20
SOUTH 203 ST,1
SOUTH 2ND,2
SOUTH 2ND AVE,1
SOUTH 2ND ST,36
SOUTH 2ND STR,1
SOUTH 2ND STREET,10
SOUTH 3 RD ST,3
SOUTH 3 ST,21
SOUTH 3 STREET,16
SOUTH 3RD,1
SOUTH 3RD ST,23
SOUTH 3RD STREET,14
SOUTH 4,1
SOUTH 4 ST,117
SOUTH 4 ST.,2
SOUTH 4 STREET,9
SOUTH 42 AVE,2
SOUTH 43 AVE,0
SOUTH 46 ST,1
SOUTH 48TH ST,1
SOUTH 4H STREET,1
SOUTH 4TH,3
SOUTH 4TH AVE,1
SOUTH 4TH ST,48
SOUTH 4TH STREET,4
SOUTH 5,2
SOUTH 5 PL,1
SOUTH 5 ST,33
SOUTH 5 STREET,7
SOUTH 5TH,2
SOUTH 5TH  STREET,2
SOUTH 5TH ST,22
SOUTH 5TH STREET,6
SOUTH 6 ST,5
SOUTH 6 STREET,2
SOUTH 6TH ST,3
SOUTH 8 ST,19
SOUTH 8 STREET,9
SOUTH 8TH ST,7
SOUTH 8TH STREET,4
SOUTH 9 ST,22
SOUTH 9 STREET,5
SOUTH 950,1
SOUTH 9ST,2
SOUTH 9TH,3
SOUTH 9TH  ST,1
SOUTH 9TH ST,30
SOUTH 9TH STREE,1
SOUTH 9TH STREET,7
SOUTH AEND,2
SOUTH ASHFORD ST,1
SOUTH AVE,89
SOUTH AVENUE,6
SOUTH BAY RIDGE PKWY,1
SOUTH BCH DOLPHIN CI,1
SOUTH BCH LOT 1,3
SOUTH BCH LOT G PATH,1
SOUTH BCH PARK 10# 4,1
SOUTH BCH PARKING LO,12
SOUTH BCH. DOLPHIN,11
SOUTH BCH. DOLPHIN C,1
SOUTH BCH.DOLPH CIRC,2
SOUTH BCH.DOLPH.CIRC,1
SOUTH BCH.DOLPHIN CI,3
SOUTH BEACH,45
"SOUTH BEACH , DOLPHI",1
SOUTH BEACH 10,1
SOUTH BEACH CIRCLE,2
SOUTH BEACH DOLDHIN,1
SOUTH BEACH DOLHIN C,1
SOUTH BEACH DOLPHIN,138
SOUTH BEACH DOLPHINE,1
SOUTH BEACH DOLPHINS,2
SOUTH BEACH DOLPIN C,1
SOUTH BEACH FISHING,2
SOUTH BEACH LOFT,3
SOUTH BEACH LOFT #4,1
SOUTH BEACH LOT,5
SOUTH BEACH LOT   4,11
SOUTH BEACH LOT  1,1
SOUTH BEACH LOT  4,11
SOUTH BEACH LOT # 4,15
SOUTH BEACH LOT #1,5
SOUTH BEACH LOT #2,2
SOUTH BEACH LOT #4,4
SOUTH BEACH LOT 1,14
SOUTH BEACH LOT 2,10
SOUTH BEACH LOT 2;,1
SOUTH BEACH LOT 4,32
SOUTH BEACH LOT 4 OP,1
SOUTH BEACH LOT 4 PA,1
SOUTH BEACH LOT 6,1
SOUTH BEACH LOT @,1
SOUTH BEACH LOT OCEA,1
SOUTH BEACH LOT OF,1
SOUTH BEACH LOT#4,3
SOUTH BEACH LOT2,1
SOUTH BEACH N/S DRUR,2
SOUTH BEACH PARK,2
SOUTH BEACH PARK LOT,1
SOUTH BEACH PARKING,21
SOUTH BEACH PK LT 4,1
SOUTH BEACH PKG LOT1,1
SOUTH BEACH PKLOT#2,1
SOUTH BEACH PKLT #8,1
SOUTH BEACH PRK RD L,1
SOUTH BEACH S/S DRUR,1
SOUTH BEACH TURTLE,1
"SOUTH BEACH, DOLPHI",1
"SOUTH BEACH, DOLPHIN",4
SOUTH BEVERLY,1
SOUTH BLVD,3
SOUTH BOUND CROWN ST,1
SOUTH C/O 13TH ST,1
SOUTH C/O BARNES,1
SOUTH CEDAR ST,1
SOUTH CHURCH,1
SOUTH CONDUIT,4
SOUTH CONDUIT AE,1
SOUTH CONDUIT AVE,4
SOUTH CONVENT,1
SOUTH COVE PLAZA,1
SOUTH DAHIL ROAD,2
SOUTH DOLPHIN,1
SOUTH DOLPHIN AND,1
SOUTH DOLPHIN BEACH,1
SOUTH DOLPHIN CAPOD.,1
SOUTH DOLPHIN CIRCLE,2
SOUTH DOLPHIN SAND,8
SOUTH DOLPHIN SAND L,5
SOUTH DOLPHIN SANO,3
SOUTH DRIVE,1
SOUTH E 181,1
SOUTH E 7,1
SOUTH E CORM F,1
SOUTH EAST,1
SOUTH EAST 109,1
SOUTH EAST C/O,1
SOUTH EAST C/O 224 S,1
SOUTH EAST C/O 43 AV,1
SOUTH EAST C/O CLOVE,2
SOUTH EAST C/O MEEDO,1
SOUTH EAST C/O WEST,2
SOUTH EAST CLOVERDAL,1
SOUTH EAST CORNER BE,1
SOUTH EAST CORNER MA,1
SOUTH EAST CORNER OF,2
SOUTH EAST CORNER W6,1
SOUTH EAST OF MCKEEV,1
SOUTH EASTC/O ON 75,1
SOUTH EASTED 40 AVE,1
SOUTH ELIOT PL,1
SOUTH ELLIOT,1
SOUTH ELLIOT AVE,1
SOUTH ELLIOT PL,6
SOUTH ELLIOT PLACE,1
SOUTH END,106
SOUTH END  BLVD,1
SOUTH END AV,6
SOUTH END AVE,546
SOUTH END AVED,1
SOUTH END AVENUE,7
SOUTH END AVEUE,1
SOUTH END BLVD,3
SOUTH END ON ALBANY,1
SOUTH END ST,14
SOUTH ENDE AVE,1
SOUTH ENE AVE,2
SOUTH FOURTH ST,2
SOUTH GANNON AVE,1
SOUTH GATE CT,3
SOUTH GATE ST,2
SOUTH GLD AVE,1
SOUTH GOFF AVE,2
SOUTH GOFT AVE,1
SOUTH HART PLACE,1
SOUTH LOT SAND LN,1
SOUTH MARKEY SLIP,1
SOUTH MCD AVE,1
SOUTH MIDLAD BEACH,1
SOUTH MIDLAND,1
SOUTH MIDLAND BEACH,11
SOUTH MIDLAND LOT  9,1
SOUTH MIDLAND LOT#8,1
SOUTH MIDLAND PKG LO,1
SOUTH MOSHOLU PKWY,1
SOUTH OAJ DR,1
SOUTH OAK DR,6
SOUTH OAK DRIVE,14
SOUTH OAK ST,1
SOUTH OF 104 ST,1
SOUTH OF 14 AVE,1
SOUTH OF 1625,1
SOUTH OF 187,1
SOUTH OF 199 STREET,1
SOUTH OF 32ND AVE,1
SOUTH OF 79TH AVE,1
SOUTH OF AVE S,1
SOUTH OF BOOTH ST,1
SOUTH OF BOOTH STREE,1
SOUTH OF BROOME ST,1
SOUTH OF BURK,1
SOUTH OF CHERRY,1
SOUTH OF E 53 ST,2
SOUTH OF HANOVER,1
SOUTH OF HOOVER AVE,1
SOUTH OF LIBERTY,1
SOUTH OF LIBERTY ST,1
SOUTH OF MARKET SLIP,1
SOUTH OF MCD AVE ON,2
SOUTH OF MCD ON BAY,1
SOUTH OF PIKE,1
SOUTH OF STILLWELL A,1
SOUTH OF W 138 ST,1
SOUTH OF WALNUT AVE,1
SOUTH ON HOPKINS ST,2
SOUTH ON W 175ST,1
SOUTH OXFORD,1
SOUTH OXFORD  ST,1
SOUTH OXFORD ST,8
SOUTH OXFORD STREET,3
SOUTH PARKING SAND L,1
SOUTH PIKE,1
SOUTH PINE HURST,1
SOUTH PINEHURST,5
SOUTH PINEHURTS AVE,1
SOUTH PKWY N/E C/O,1
SOUTH PL,1
SOUTH PORLAND AVE,1
SOUTH PORT LOUS ST,1
SOUTH PORTLAND,4
SOUTH PORTLAND AVE,11
SOUTH PORTLANO AVENU,1
SOUTH PROSPECT,1
SOUTH RAIL ROAD,1
SOUTH RAIL ROAD AVE,1
SOUTH RAILROAD AVE,5
SOUTH RAILROAD ST,6
SOUTH RALL ROAD AVE,1
SOUTH RD,29
SOUTH RIVERSIDE,1
SOUTH ROAD,4
SOUTH S,5
SOUTH SERIVCE,1
SOUTH SERVICE  R/D J,1
SOUTH SIDE,1
SOUTH SIDE  OF ARCHE,1
SOUTH SIDE 108 PARK,1
SOUTH SIDE 24 ST,1
SOUTH SIDE 43 AVE,1
SOUTH SIDE 46 AVE,1
SOUTH SIDE 46 AVE 20,1
SOUTH SIDE 47 AVE,1
SOUTH SIDE 57 RD,1
SOUTH SIDE 61ST ST,2
SOUTH SIDE 69 AVE,1
SOUTH SIDE ALBANY ST,1
SOUTH SIDE ATLANTIC,2
SOUTH SIDE BAY RIDGE,1
SOUTH SIDE BLAKE AVE,2
SOUTH SIDE CEDAR S B,1
SOUTH SIDE CEDAR ST,3
SOUTH SIDE E 226 ST,1
SOUTH SIDE E.165 ST,1
SOUTH SIDE EAST 108,1
SOUTH SIDE EAST 52 S,1
SOUTH SIDE HOLLAND A,1
SOUTH SIDE JEROME,2
SOUTH SIDE JEROME AV,1
SOUTH SIDE LAFAYETTE,1
SOUTH SIDE OF 37 AVE,1
SOUTH SIDE OF 41 AVE,2
SOUTH SIDE OF 48 ST,1
SOUTH SIDE OF 665,1
SOUTH SIDE OF 89 AVE,1
SOUTH SIDE OF A 2  L,1
SOUTH SIDE OF ARCHER,3
SOUTH SIDE OF CROWN,8
SOUTH SIDE OF E 174,1
SOUTH SIDE OF EAST 1,7
SOUTH SIDE OF JEROME,14
SOUTH SIDE OF RF WAG,1
SOUTH SIDE OF ROEBLI,1
SOUTH SIDE OF STANTO,1
SOUTH SIDE OF W 100,1
SOUTH SIDE OF W 146,2
SOUTH SIDE OF W 31 S,1
SOUTH SIDE OF W 46 S,1
SOUTH SIDE OF W 48 S,5
SOUTH SIDE OF W 97TH,1
SOUTH SIDE OF W.46 S,2
SOUTH SIDE OF W.48,1
SOUTH SIDE OF W.48 S,2
SOUTH SIDE OF W.52 S,1
SOUTH SIDE RBB 10 FT,1
SOUTH SIDE RD,1
SOUTH SIDE READE ST,1
SOUTH SIDE SNYDER AV,1
SOUTH SIDE VESSEY ST,1
SOUTH SIDE W 146 ST,2
SOUTH SIDE W 24 ST,1
SOUTH SIDE W FORDHAM,1
SOUTH SIDEOF WEST BR,1
SOUTH SIUDE OF LAFAY,1
SOUTH ST,493
SOUTH ST (PIER 36),1
SOUTH ST NYC,1
SOUTH ST PIER 15,9
SOUTH ST PIER 36,3
SOUTH ST W/S,2
SOUTH ST/ BATTERY PK,1
SOUTH STREE,1
SOUTH STREET,120
SOUTH SYT,1
SOUTH TERM RD,1
SOUTH TERMINAL PLOT,1
SOUTH TERMINAL ROAD,1
SOUTH TEUNISEEN PL,1
SOUTH THIRD STREET,1
SOUTH U,1
SOUTH W 15TH,1
SOUTH W175 ST,1
SOUTH WEST,1
SOUTH WEST  100FT,1
SOUTH WEST C/O,3
SOUTH WEST C/O  39 A,1
SOUTH WEST C/O 133 S,1
SOUTH WEST C/O 193 S,1
SOUTH WEST C/O 211 S,2
SOUTH WEST C/O 240 S,1
SOUTH WEST C/O 35 AV,1
SOUTH WEST C/O 69 AV,1
SOUTH WEST C/O FORYS,1
SOUTH WEST C/O ON 42,1
SOUTH WEST CORNER,2
SOUTH WEST CORNER 41,1
SOUTH WEST CORNER OF,1
SOUTH WEST LOOP,1
SOUTH WEST SIDE 68 A,1
SOUTH WESTCHEST,1
SOUTH WHITNEY AVE,1
SOUTH WILIAM ST,1
SOUTH WILLIAM ST,1
SOUTH WILLIAMS ST,1
SOUTH WIND BUS,1
SOUTH WORTH ST,1
SOUTH/EAST CORNER OF,1
SOUTH/MIDLAND BEACH,1
SOUTH/SIDE OF RF WAG,7
SOUTH/SIDE RF WAGNER,1
SOUTHBOUND 222,1
SOUTHBOUND CHRYSTIE,1
SOUTHCOND AVE,1
SOUTHEAST C/O 190 ST,1
SOUTHEAST CLOVERDALE,2
SOUTHEAST CORNER 260,1
SOUTHEAST W 46 ST,1
SOUTHEN BLVD,3
SOUTHEND,4
SOUTHEND AVE,28
SOUTHEND AVENUE,1
SOUTHEND ONE,1
SOUTHENR BLVD,1
SOUTHENS AVE,1
SOUTHER AVE,1
SOUTHER BLVD,14
SOUTHERB BLVD,2
SOUTHERD AVE,1
SOUTHERM BLVD,1
SOUTHERN,25
SOUTHERN  BLVD,7
SOUTHERN AVE,9
SOUTHERN BBLVD,1
SOUTHERN BL,5
SOUTHERN BLV,6
SOUTHERN BLVD,2184
SOUTHERN BLVD Q,1
SOUTHERN BLVD S/B,1
SOUTHERN BLVD.,3
SOUTHERN BLVD3,2
SOUTHERN BLVDQ,1
SOUTHERN BOULEVARD,35
SOUTHERN CORNER OF W,1
SOUTHERN END,1
SOUTHERN ST,1
SOUTHERND AVE,1
SOUTHERNS BLVD,1
SOUTHGATE CT,1
SOUTHGATE PLAZA,2
SOUTHGATE ST,1
SOUTHH OXFORD ST,1
SOUTHLAND AVE,1
SOUTHROAD,1
SOUTHSIDE 108 PARK,1
SOUTHSIDE 108 PARK A,1
SOUTHSIDE 108 PARK T,1
SOUTHSIDE 108TH PARK,1
SOUTHSIDE 15 FT,1
SOUTHSIDE 23 AVE,1
SOUTHSIDE 26 AVE,1
SOUTHSIDE 37 ST,1
SOUTHSIDE 42ND ST,1
SOUTHSIDE 45 AVE,0
SOUTHSIDE 8 ST,1
SOUTHSIDE ARCHER AVE,3
SOUTHSIDE ATLANTIC A,2
SOUTHSIDE AVE,1
SOUTHSIDE AVE 10FT,1
SOUTHSIDE AVE V,2
SOUTHSIDE BAY RIDGE,1
SOUTHSIDE CLARKSON A,1
SOUTHSIDE COZINE AVE,3
SOUTHSIDE CROWN ST,1
SOUTHSIDE DRIGGS AVE,2
SOUTHSIDE DUMONT AVE,1
SOUTHSIDE E 52 ST,1
SOUTHSIDE EAST 114ST,1
SOUTHSIDE GLENWOOD R,1
SOUTHSIDE HAWTHORNE,2
SOUTHSIDE HOLLAND AV,1
SOUTHSIDE IF CROCHER,1
SOUTHSIDE JEROME AVE,1
SOUTHSIDE LIBERTY AV,2
SOUTHSIDE MIDWOOD ST,2
SOUTHSIDE OF 38 AVE,1
SOUTHSIDE OF 38 AVEN,1
SOUTHSIDE OF 85 AVE,1
SOUTHSIDE OF ARCHER,2
SOUTHSIDE OF ATLANTI,1
SOUTHSIDE OF CARROLL,1
SOUTHSIDE OF CHERY S,1
SOUTHSIDE OF CHURCH,1
SOUTHSIDE OF CROWN S,10
SOUTHSIDE OF DELANCE,1
SOUTHSIDE OF DRUMGOO,3
SOUTHSIDE OF E 110,1
SOUTHSIDE OF E 110 S,1
SOUTHSIDE OF E 121ST,1
SOUTHSIDE OF E 125ST,1
SOUTHSIDE OF E 164 S,1
SOUTHSIDE OF E 170 S,1
SOUTHSIDE OF E 174 S,1
SOUTHSIDE OF EAST,1
SOUTHSIDE OF EAST 10,3
SOUTHSIDE OF EASTERN,4
SOUTHSIDE OF HARDING,1
SOUTHSIDE OF JEROME,9
SOUTHSIDE OF LUNDSTE,1
SOUTHSIDE OF MONTGOM,2
SOUTHSIDE OF NORTHEN,2
SOUTHSIDE OF PARKSID,1
SOUTHSIDE OF W 109TH,1
SOUTHSIDE OF W 40 ST,3
SOUTHSIDE OF W 46 ST,2
SOUTHSIDE OF W 48,1
SOUTHSIDE OF W 48 ST,12
SOUTHSIDE OF W 5 ST,1
SOUTHSIDE OF W 51,2
SOUTHSIDE OF W 92 ST,1
SOUTHSIDE OF W.46 ST,1
SOUTHSIDE OF W.48 ST,2
SOUTHSIDE OF WELLING,1
SOUTHSIDE OF WEST 83,1
SOUTHSIDE ON 38 AVE,1
SOUTHSIDE PERIMETER,2
SOUTHSIDE RUTLAND RD,9
SOUTHSIDE SCHOLES ST,1
SOUTHSIDE SEAVIEW AV,4
SOUTHSIDE UNION ST,2
SOUTHSIDE W 30,1
SOUTHSIDE WEST BRIGH,4
SOUTHSIDE WINTHROP S,1
SOUTHVIEW AVE,1
SOUTHWEST,2
SOUTHWEST  242 ST,1
SOUTHWEST 215 PH 38,1
SOUTHWEST AIRLINES,1
SOUTHWEST ARRIVALS,1
SOUTHWEST BOLTON AVE,1
SOUTHWEST C/O 110 ST,1
SOUTHWEST CLOVERDALE,2
SOUTHWEST CORNER,1
SOUTHWEST CORNER OF,2
SOUTHWEST GLENWOOD S,1
SOUTHWEST LGA,0
SOUTHWEST OF 249 ST,1
SOUTHWEST SIDE 68 RD,1
SOUTHY STREET,1
SOUTJ END AVE,1
SOUTTON PLACE,2
SOXFORD ST,3
SOYDAM ST,1
SOYMOUR AVE,1
SOYNINE AVE,1
SPACE 7 SOUTH TURNAR,0
SPACE TIME PLAYGROUN,1
SPANLEY AVE,1
SPARATOGA AVE,1
SPARK ROW,1
SPARTAN,1
SPARTAN AV,1
SPARTAN AVE,32
SPARTAN AVENUE,1
SPARTON AVE,3
SPATFORD AVE,1
SPAURTAN AVE,1
SPCKMAN ST,2
SPEEDWELL,1
SPEEDWELL AVE,1
SPEEDWELL AVENUE,1
SPEFFOND AVE,1
SPEMOR AVENUE,1
SPENCA DRIVE,1
SPENCE TERRACE,1
SPENCER,12
SPENCER AV,2
SPENCER AVE,15
SPENCER AVENUE,2
SPENCER CT,17
SPENCER DR,7
SPENCER DRIVE,3
SPENCER PL,75
SPENCER PLACE,6
SPENCER PLO,0
SPENCER ST,116
SPENCER STREET,5
SPENEAR CT,1
SPENN PLAZA,1
SPERTEN,1
SPFD BLVD,1
SPINEHURST,2
SPING ST,1
SPINGFIELD BLVD,5
SPIRIT ARLINE,1
SPLAGUE AVE,1
SPLINS ST,1
SPLIT ROCK GOLF COUR,1
SPOFFOND AVE,2
SPOFFORA AVE,1
SPOFFORD,5
SPOFFORD AV,2
SPOFFORD AVE,73
SPOFFORD AVENUE,8
SPOFFORD ST,1
SPOFORD AVE,2
SPORTLAND AVE,1
SPORTRFORD AVE,1
SPOTFFORD AV,1
SPOTFORD AE,2
SPOTFORD AV,2
SPOTFORD AVE,4
SPOTTORD AVE,1
SPOUTH STREET,1
SPRAFF AVE,1
SPRAFFORD AVE,1
SPRAGE AVE,1
SPRAGUE,4
SPRAGUE AVE,33
SPRAGUE AVENUE,1
SPRAH AVE,2
SPRANGE AVE,1
SPRATT AVE,3
SPREE ST,1
SPRIGFIELD BLVD,1
SPRIGNFIELD BLVD,1
SPRIGUE AVE,1
SPRIINGFIELD BLVD,1
SPRINDFIELD BVD,1
SPRINFGFIELD RD,1
SPRINFIELD,1
SPRINFIELD BLVD,7
SPRING,59
SPRING  ST,1
SPRING CREEK 165 AV,1
SPRING CREEK 165AVE,1
SPRING CREEK 165TH,3
SPRING CREEK 165TH A,1
SPRING FIELD,11
SPRING FIELD  BL,1
SPRING FIELD BLVD,20
SPRING FIELD BVLD,1
SPRING FIELD LN,1
SPRING FIERD BLVD,1
SPRING GARDEN BLVD,1
SPRING PL,1
SPRING PLACE,1
SPRING ST,496
SPRING STREET,68
SPRINGFEILD,1
SPRINGFEILD BLVD,7
SPRINGFELD BLVD,1
SPRINGFIED RD,2
SPRINGFIEGHT  BLVD,1
SPRINGFIELD,160
SPRINGFIELD  BLVD,2
SPRINGFIELD  RD,1
SPRINGFIELD AV,3
SPRINGFIELD AVE,20
SPRINGFIELD B,3
SPRINGFIELD BL,59
SPRINGFIELD BLD,2
SPRINGFIELD BLV,8
SPRINGFIELD BLVD,1179
SPRINGFIELD BLVD+,1
SPRINGFIELD BLVD`,1
SPRINGFIELD BOULEVAR,15
SPRINGFIELD BOULVARD,1
SPRINGFIELD BVD,1
SPRINGFIELD BVLD,1
SPRINGFIELD LANE,2
SPRINGFIELD LN,2
SPRINGFIELD PL,2
SPRINGFIELD RD,26
SPRINGFIELD ROAD,1
SPRINGFIELDS,1
SPRINGFIELSD,1
SPRINGFILD 212 AVE,1
SPRINGFILD BL,1
SPRINGFILD BLVD,2
SPRINGFILED,3
SPRINGFILED BLVD,6
SPRINGFIRLD BLVD,1
SPRINGFLD BL,1
SPRINGHELL BLVD,2
SPRINGIFELD BLVD,1
SPRINGIFIELD BLVD,1
SPRINGIFLD BL,1
SPRINGIFLED BLVD,1
SPRINGSTON,1
SPRINGTON BLVD,1
SPRINIG ST,1
SPRIT AIRLINE,1
SPRITZ RD,3
SPRITZED,1
SPRSE ST,1
SPRUCE LANE,1
SPRUCE LN,2
SPRUCE ST,21
SPRUGUE AVE,1
SPRUNCE LANE,1
SPUKMAN ST,1
SPURCE ST,1
SPUTHERN BLVD,1
SPUYTEN DUYRIL TRAIN,1
SQUARE PLAYGROUND,1
SQUASH AVE,1
SQUIRE,1
SR 32 CLOMDOF4 KLDI,0
SR LARONCE AVE,1
SRAGUE AVE,1
SRARTOGA AVE,1
SRATOGA AVE,3
SRCHLEY,1
SREITARD ST,1
SRENT AVENUE,1
SRII YNL,1
SRINGFIELD BLVD,2
SRLIEUMEUIUU0A,2
SROUDWAY,1
SRP 14N4011,0
SRPINGFIELD BLVD,1
SRT MARY AVE,1
SRUF AVE,2
SS,1
SS  ARCHER AVE,1
SS 10  W/O PARK TERR,1
SS 107 ST,1
SS 110 AVE,1
SS 116 AVE,1
SS 25 AVE,1
SS 31 AE,1
SS 31 AVE,1
SS 31 AVE 00FT,1
SS 32 AVE,1
SS 35 AVE,1
SS 38 ST,1
SS 68 ST,1
SS 77 ST,1
SS 84 ST,1
SS 91 ST,1
SS ARCHER AVE,15
SS ARCHER AVE 10FT,1
SS ARCHER AVE 50FT,3
SS ARCHER AVE WEST,1
SS ASTORIA BLVD,1
SS DITMAN BLVD,1
SS DITMARS BLVD,9
SS DITMARS BLVD 25,1
SS DITMAS BLVD,6
SS E 108 ST,4
SS E 111 ST 9  E/O,1
SS E 117 ST,1
SS E 119 ST,1
SS E 122 ST,1
SS E 123 ST,1
SS E 206TH,1
SS E GUNHILL RD,1
SS EAST 52 ST 20FT,1
SS GRAND CENTRAL PAR,1
SS HANOVERST 40FT,1
SS HAWTHORNE ST,1
SS JAMAICA AVE,1
SS JEROME AVE,3
SS JUNCTION BLVD,1
SS MONTGOMERY ST,1
SS MORRIS ST,1
SS MORTHERN BLVD 20,1
SS NORTHEN BLVD,1
SS NORTHERN BLVD,1
SS OF 123 ST,1
SS OF JEROME,1
SS OF W 133 ST,1
SS PARKSIDE AVE,1
SS PEARL 25 FT W OF,1
SS PEARL ST,1
SS SOUND AVE,1
SS W 169 ST 4FT,1
SS W 179TH ST,2
SS W 31 ST,1
SS WINTHROP ST,1
SSACKETT ST,1
SSANFORD AVE,1
SSARTOGA AVE,1
SSCHERMERHORN ST,1
SSDIE 31 AVE 15FT,1
SSE 108 ST,2
SSIDE 34 AVE,1
SSIDE OF DRIGGS AVE,1
SSPRING ST,1
SST JOHNS PL,1
SST NICHOLAS AVE,1
SSURF AVE,1
ST,15
ST  ANNS AVE,1
ST  JOHNS,1
ST  MARK,1
ST  MARKS,1
ST  MARKS AVE,2
ST  MARKS PL,1
ST  MRKS PL,1
ST  NICHOLAS,2
ST  NICHOLAS AV,2
ST  NICHOLAS AVE,5
ST  OWEN,1
ST  PAULS PL,1
ST . RAYMOND AVE,1
ST .JOHNS PL,1
ST .MARKS,1
ST .MARKS AV,1
ST .NICHOLAS AVE,2
ST 137-46,1
ST 40 BROOKQUET 167,1
ST 67 AVE,1
ST 7 AVE,3
ST 85 ST,1
ST ABRNES AVENUE,0
ST ADALBENT PL,0
ST ADALBERT PL,1
ST ADALBERTS PL,3
ST ALBANS,1
ST ALBANS PL,3
ST ALBANS PLACE,2
ST ALBANS ST,1
ST ALEN ST,1
ST AMSTERDAM,1
ST AMY,1
ST ANDREW PL,2
ST ANDREWS,2
ST ANDREWS  PL,11
ST ANDREWS PARK,4
ST ANDREWS PL,12
ST ANN  S AVE,2
ST ANN AVE,7
ST ANN S,1
ST ANN S AVE,22
ST ANN S AVENUE,1
ST ANN ST,5
ST ANNA,1
ST ANNA AVE,4
ST ANNAS AVE,1
ST ANNE AVE,1
ST ANNE ST,1
ST ANNES AVE,4
ST ANNIS AVE,3
ST ANNS,93
ST ANNS AE,5
ST ANNS AV,7
ST ANNS AVE,300
ST ANNS AVENUE,6
ST ANNS ST,3
ST ANTHONY AVE,2
ST ANTON ST,1
ST ARANDAS AVE,1
ST ARNOD AVE,3
ST AVENUE,1
ST AWNES AVE,1
ST BRIDGE,8
ST BWAY,1
ST C P W,1
ST CHAPLES PL,1
ST CHARLES,1
ST CHARLES AV,1
ST CHARLES PL,8
ST CHARLES PLACE,2
ST CHOCOS AVE,1
ST CLAIRE,1
ST CLARK PL,1
ST COMMONWELATH AVE,1
ST DUER,2
ST E N CONDUIT AVE,1
ST EDWADS ST,1
ST EDWARD  ST,2
ST EDWARD ST,6
ST EDWARDS,16
ST EDWARDS  ST,1
ST EDWARDS (UNDER B,2
ST EDWARDS PL,2
ST EDWARDS SGT,1
ST EDWARDS ST,77
ST EDWARDS ST BQE,1
ST EDWARDS STREET,4
ST ELLIOT PL,1
ST ERING PL,1
ST ERREMS SCHOOL,1
ST ERUNG PL,1
ST EUBEN AVE,1
ST EWARDS ST,1
ST FANCIS PL,1
ST FELIX,7
ST FELIX  AVE,1
ST FELIX AV,2
ST FELIX AVE,29
ST FELIX PL,5
ST FELIX PLACE,3
ST FELIX ST,65
ST FELIX ST.,1
ST FELIX STREET,3
ST FELIX VE,1
ST FELIXING,2
ST FELIY ST,1
ST FELIZ,1
ST FEUX ST,1
ST FRANCES PLACE,1
ST FRANCIS,1
ST FRANCIS PL,17
ST FRANCIS PLACE,1
ST FRANCIS ST,1
ST FRANIS PL,1
ST GDWOODS ST,1
ST GEORGE CRES,4
ST GEORGE CRES.,1
ST GEORGE CRESCENT,2
ST GEORGE ONES,2
ST GEORGES CRES,1
ST GEORGES CRESCENT,1
ST GEORGES CREST,1
ST GEORIGA AVE,1
ST GEROGE CRES,1
ST HICH AVE,1
ST HOHNS PL,1
ST ISLIP AVE,1
ST JAME PL,1
ST JAME PLACE,1
ST JAMED,1
ST JAMEL,2
ST JAMEPL,1
ST JAMER ST,1
ST JAMES,31
ST JAMES AV,1
ST JAMES AVE,29
ST JAMES P,2
ST JAMES PARK,4
ST JAMES PARK WEST S,1
ST JAMES PL,401
ST JAMES PL.,2
ST JAMES PLACE,44
ST JAMES RD,1
ST JAMES ST,10
ST JAMES STREET,1
ST JHONS,1
ST JHONS PL,1
ST JOHN,18
ST JOHN AVE,6
ST JOHN AVENUE,1
ST JOHN PL,76
ST JOHN PLACE,9
ST JOHN PLC,10
ST JOHN PLCE,1
ST JOHN S,6
ST JOHN S AVE,1
ST JOHN S PL,26
